Profit,Margin,Sales,COGS,Total Expenses,Marketing,Inventory,Budget Profit,Budget Margin,Budget Sales,Budget COGS,Date,Market,State,Area Code,Market Size,Product Type,Product,Type 
30,56,99,43,26,14,602,30,50,80,30,5/1/10,Central,Colorado,719,Major Market,Tea,Green Tea,Regular
88,124,210,86,36,24,499,120,150,240,90,5/1/10,Central,Colorado,303,Major Market,Espresso,Caffe Mocha,Regular
44,96,160,64,52,21,593,60,110,180,70,5/1/10,Central,Colorado,303,Major Market,Espresso,Decaf Espresso,Decaf
112,152,256,104,40,29,871,120,150,260,110,5/1/10,Central,Colorado,720,Major Market,Coffee,Decaf Irish Cream,Decaf
83,149,298,149,66,41,1156,90,140,260,120,5/1/10,Central,Colorado,970,Major Market,Herbal Tea,Chamomile,Decaf
-3,75,128,53,78,48,458,10,70,110,40,5/1/10,Central,Colorado,720,Major Market,Herbal Tea,Lemon,Decaf
26,71,123,52,45,17,361,30,60,100,40,5/1/10,Central,Colorado,719,Major Market,Herbal Tea,Mint,Decaf
161,270,465,195,109,64,956,180,280,480,200,5/1/10,Central,Illinois,630,Major Market,Coffee,Columbian,Regular
88,124,210,86,36,24,499,80,110,180,70,5/1/10,Central,Illinois,847,Major Market,Tea,Darjeeling,Regular
44,96,160,64,52,21,593,50,90,140,50,5/1/10,Central,Illinois,815,Major Market,Tea,Earl Grey,Regular
230,349,612,263,119,86,1433,300,420,720,300,5/1/10,Central,Illinois,773,Major Market,Espresso,Caffe Mocha,Regular
165,261,521,260,96,72,1559,210,310,610,300,5/1/10,Central,Illinois,630,Major Market,Espresso,Decaf Espresso,Decaf
122,185,312,127,63,40,671,140,190,320,130,5/1/10,Central,Illinois,618,Major Market,Coffee,Decaf Irish Cream,Decaf
112,152,256,104,40,29,821,120,140,220,80,5/1/10,Central,Illinois,773,Major Market,Herbal Tea,Chamomile,Decaf
68,107,190,83,39,27,584,60,90,160,70,5/1/10,Central,Illinois,217,Major Market,Herbal Tea,Lemon,Decaf
112,152,256,104,40,29,871,120,140,220,80,5/1/10,Central,Illinois,773,Major Market,Herbal Tea,Mint,Decaf
12,29,49,20,17,5,829,20,30,50,20,5/1/10,Central,Iowa,712,Small Market,Coffee,Amaretto,Regular
165,261,521,260,96,72,1559,150,230,450,220,5/1/10,Central,Iowa,712,Small Market,Tea,Darjeeling,Regular
190,324,589,265,134,100,1538,170,290,510,220,5/1/10,Central,Iowa,563,Small Market,Tea,Earl Grey,Regular
12,29,49,20,17,5,784,20,30,50,20,5/1/10,Central,Iowa,319,Small Market,Espresso,Caffe Mocha,Regular
31,43,43,0,12,0,645,40,50,50,0,5/1/10,Central,Iowa,515,Small Market,Espresso,Decaf Espresso,Decaf
7,37,68,31,30,9,976,20,40,70,30,5/1/10,Central,Iowa,515,Small Market,Coffee,Columbian,Regular
11,30,52,22,19,7,611,20,30,50,20,5/1/10,Central,Iowa,515,Small Market,Coffee,Decaf Irish Cream,Decaf
231,349,612,263,118,86,1433,220,310,530,220,5/1/10,Central,Iowa,563,Small Market,Herbal Tea,Chamomile,Decaf
122,185,312,127,63,40,671,130,170,270,100,5/1/10,Central,Iowa,515,Small Market,Herbal Tea,Lemon,Decaf
14,53,92,39,39,12,212,20,50,80,30,5/1/10,Central,Missouri,314,Small Market,Tea,Darjeeling,Regular
-4,42,76,34,46,12,182,0,40,60,20,5/1/10,Central,Missouri,314,Small Market,Tea,Earl Grey,Regular
-2,45,81,36,47,13,212,0,40,70,30,5/1/10,Central,Missouri,573,Small Market,Tea,Green Tea,Regular
41,65,109,44,24,12,844,50,70,120,50,5/1/10,Central,Missouri,636,Small Market,Espresso,Caffe Mocha,Regular
36,58,97,39,22,10,799,50,70,110,40,5/1/10,Central,Missouri,816,Small Market,Espresso,Decaf Espresso,Decaf
33,96,173,77,63,29,529,50,100,180,80,5/1/10,Central,Missouri,573,Small Market,Coffee,Columbian,Regular
38,80,148,68,42,21,998,40,80,150,70,5/1/10,Central,Missouri,660,Small Market,Coffee,Decaf Irish Cream,Decaf
-8,61,104,43,69,39,282,10,60,90,30,5/1/10,Central,Missouri,417,Small Market,Herbal Tea,Chamomile,Decaf
-15,38,136,98,53,30,973,0,30,110,80,5/1/10,Central,Missouri,660,Small Market,Herbal Tea,Lemon,Decaf
79,141,235,94,62,31,697,70,120,200,80,5/1/10,Central,Ohio,234,Major Market,Tea,Darjeeling,Regular
101,159,273,114,58,35,555,100,150,240,90,5/1/10,Central,Ohio,513,Major Market,Tea,Earl Grey,Regular
84,149,298,149,65,41,1156,120,180,350,170,5/1/10,Central,Ohio,740,Major Market,Espresso,Caffe Mocha,Regular
11,65,118,53,54,20,361,20,70,130,60,5/1/10,Central,Ohio,740,Major Market,Espresso,Decaf Espresso,Decaf
27,71,123,52,44,17,361,40,70,120,50,5/1/10,Central,Ohio,330,Major Market,Coffee,Amaretto,Regular
24,61,103,42,37,13,384,30,60,100,40,5/1/10,Central,Ohio,513,Major Market,Coffee,Columbian,Regular
-2,75,128,53,77,48,458,20,80,130,50,5/1/10,Central,Ohio,440,Major Market,Coffee,Decaf Irish Cream,Decaf
12,29,49,20,17,5,464,30,30,40,10,5/1/10,Central,Ohio,419,Major Market,Herbal Tea,Chamomile,Decaf
23,42,71,29,19,8,835,40,40,60,20,5/1/10,Central,Ohio,567,Major Market,Herbal Tea,Lemon,Decaf
27,65,110,45,38,14,410,30,60,90,30,5/1/10,Central,Wisconsin,920,Small Market,Tea,Darjeeling,Regular
2,90,154,64,88,58,551,10,80,130,50,5/1/10,Central,Wisconsin,262,Small Market,Tea,Earl Grey,Regular
47,92,170,78,45,24,995,70,110,200,90,5/1/10,Central,Wisconsin,608,Small Market,Espresso,Caffe Mocha,Regular
35,62,110,48,27,15,599,50,70,120,50,5/1/10,Central,Wisconsin,262,Small Market,Espresso,Decaf Espresso,Decaf
17,72,130,58,55,22,338,20,70,130,60,5/1/10,Central,Wisconsin,262,Small Market,Coffee,Amaretto,Regular
17,129,221,92,112,83,599,40,140,230,90,5/1/10,Central,Wisconsin,262,Small Market,Coffee,Columbian,Regular
62,117,204,87,55,28,472,80,120,210,90,5/1/10,Central,Wisconsin,715,Small Market,Coffee,Decaf Irish Cream,Decaf
45,82,130,48,37,14,351,50,70,110,40,5/1/10,Central,Wisconsin,715,Small Market,Herbal Tea,Chamomile,Decaf
51,77,130,53,26,14,803,60,70,110,40,5/1/10,Central,Wisconsin,262,Small Market,Herbal Tea,Lemon,Decaf
42,65,109,44,23,12,844,50,70,110,40,5/1/10,East,Connecticut,860,Small Market,Tea,Darjeeling,Regular
17,34,57,23,17,6,787,30,40,60,20,5/1/10,East,Connecticut,475,Small Market,Tea,Green Tea,Regular
3,90,154,64,87,58,551,20,90,150,60,5/1/10,East,Connecticut,475,Small Market,Espresso,Caffe Mocha,Regular
22,65,113,48,43,15,334,40,70,110,40,5/1/10,East,Connecticut,203,Small Market,Espresso,Decaf Espresso,Decaf
98,165,275,110,67,36,1020,110,160,260,100,5/1/10,East,Connecticut,959,Small Market,Coffee,Columbian,Regular
33,96,173,77,63,29,529,40,80,130,50,5/1/10,East,Connecticut,860,Small Market,Herbal Tea,Lemon,Decaf
38,80,148,68,42,21,998,40,60,110,50,5/1/10,East,Connecticut,475,Small Market,Herbal Tea,Mint,Decaf
32,53,89,36,21,10,838,40,60,90,30,5/1/10,East,Florida,352,Major Market,Tea,Darjeeling,Regular
52,77,130,53,25,14,803,70,90,140,50,5/1/10,East,Florida,239,Major Market,Tea,Green Tea,Regular
17,129,221,92,112,83,599,40,130,210,80,5/1/10,East,Florida,786,Major Market,Espresso,Caffe Mocha,Regular
62,117,204,87,55,28,472,70,110,190,80,5/1/10,East,Florida,863,Major Market,Espresso,Decaf Espresso,Decaf
78,141,235,94,63,31,697,90,130,220,90,5/1/10,East,Florida,904,Major Market,Coffee,Columbian,Regular
100,159,273,114,59,35,555,100,150,250,100,5/1/10,East,Florida,321,Major Market,Coffee,Decaf Irish Cream,Decaf
35,62,110,48,27,15,599,30,50,80,30,5/1/10,East,Florida,941,Major Market,Herbal Tea,Chamomile,Decaf
17,72,130,58,55,22,338,30,60,100,40,5/1/10,East,Florida,305,Major Market,Herbal Tea,Lemon,Decaf
47,92,170,78,45,24,995,50,80,130,50,5/1/10,East,Florida,239,Major Market,Herbal Tea,Mint,Decaf
22,42,71,29,20,8,835,30,40,70,30,5/1/10,East,Massachusetts,857,Major Market,Tea,Darjeeling,Regular
12,29,49,20,17,5,464,20,30,50,20,5/1/10,East,Massachusetts,413,Major Market,Tea,Green Tea,Regular
-16,61,114,53,77,48,491,0,60,110,50,5/1/10,East,Massachusetts,413,Major Market,Espresso,Caffe Mocha,Regular
84,149,298,149,65,41,1156,100,150,290,140,5/1/10,East,Massachusetts,339,Major Market,Espresso,Regular Espresso,Regular
434,487,551,64,53,21,-663,430,460,520,60,5/1/10,East,Massachusetts,978,Major Market,Coffee,Columbian,Regular
12,65,118,53,53,20,361,20,50,90,40,5/1/10,East,Massachusetts,857,Major Market,Herbal Tea,Lemon,Decaf
12,29,49,20,17,5,829,20,30,50,20,5/1/10,East,New Hampshire,603,Small Market,Tea,Darjeeling,Regular
32,43,43,0,11,0,645,30,40,40,0,5/1/10,East,New Hampshire,603,Small Market,Tea,Green Tea,Regular
-7,61,104,43,68,39,282,10,60,100,40,5/1/10,East,New Hampshire,603,Small Market,Espresso,Caffe Mocha,Regular
-3,42,76,34,45,12,182,0,40,70,30,5/1/10,East,New Hampshire,603,Small Market,Espresso,Regular Espresso,Regular
35,74,125,51,39,16,265,40,70,110,40,5/1/10,East,New Hampshire,603,Small Market,Coffee,Amaretto,Regular
31,80,132,52,49,17,397,50,80,120,40,5/1/10,East,New Hampshire,603,Small Market,Coffee,Columbian,Regular
-1,45,81,36,46,13,212,10,40,60,20,5/1/10,East,New Hampshire,603,Small Market,Herbal Tea,Lemon,Decaf
112,152,256,104,40,29,871,120,160,270,110,5/1/10,East,New York,518,Major Market,Tea,Darjeeling,Regular
111,152,256,104,41,29,821,120,160,270,110,5/1/10,East,New York,716,Major Market,Tea,Earl Grey,Regular
89,124,210,86,35,24,499,100,130,220,90,5/1/10,East,New York,516,Major Market,Tea,Green Tea,Regular
-195,-52,69,121,143,109,1673,-180,-50,60,110,5/1/10,East,New York,646,Major Market,Espresso,Caffe Mocha,Regular
187,283,543,260,96,72,1271,210,290,530,240,5/1/10,East,New York,212,Major Market,Espresso,Regular Espresso,Regular
295,454,756,302,159,105,2250,300,430,710,280,5/1/10,East,New York,585,Major Market,Coffee,Columbian,Regular
252,386,651,265,134,100,1613,200,300,500,200,5/1/10,East,New York,315,Major Market,Herbal Tea,Lemon,Decaf
-131,-37,198,235,94,72,2169,-90,-20,150,170,5/1/10,East,New York,315,Major Market,Herbal Tea,Mint,Decaf
28,65,110,45,37,14,410,40,60,90,30,5/1/10,South,Louisiana,318,Small Market,Espresso,Decaf Espresso,Decaf
3,90,154,64,87,58,-113,10,80,130,50,5/1/10,South,Louisiana,985,Small Market,Espresso,Caffe Latte,Regular
44,82,130,48,38,14,351,50,70,110,40,5/1/10,South,Louisiana,225,Small Market,Espresso,Caffe Mocha,Regular
35,63,111,48,28,15,599,40,60,100,40,5/1/10,South,Louisiana,985,Small Market,Herbal Tea,Chamomile,Decaf
33,96,173,77,63,29,529,40,90,160,70,5/1/10,South,Louisiana,337,Small Market,Herbal Tea,Lemon,Decaf
36,59,99,40,23,11,793,50,70,120,50,5/1/10,South,Louisiana,318,Small Market,Coffee,Columbian,Regular
52,77,130,53,25,14,803,80,100,160,60,5/1/10,South,Louisiana,318,Small Market,Coffee,Decaf Irish Cream,Decaf
14,53,92,39,39,12,212,10,40,70,30,5/1/10,South,New Mexico,505,Small Market,Espresso,Decaf Espresso,Decaf
-4,42,76,34,46,12,-104,10,40,60,20,5/1/10,South,New Mexico,505,Small Market,Espresso,Caffe Latte,Regular
-7,61,104,43,68,39,282,0,50,80,30,5/1/10,South,New Mexico,505,Small Market,Espresso,Caffe Mocha,Regular
12,29,49,20,17,5,829,20,30,40,10,5/1/10,South,New Mexico,505,Small Market,Herbal Tea,Chamomile,Decaf
7,37,68,31,30,9,976,20,40,60,20,5/1/10,South,New Mexico,505,Small Market,Herbal Tea,Lemon,Decaf
31,80,132,52,49,17,397,60,100,160,60,5/1/10,South,New Mexico,505,Small Market,Coffee,Columbian,Regular
-15,38,136,98,53,30,973,10,50,170,120,5/1/10,South,New Mexico,505,Small Market,Coffee,Decaf Irish Cream,Decaf
79,141,235,94,62,31,697,80,120,200,80,5/1/10,South,Oklahoma,405,Small Market,Espresso,Decaf Espresso,Decaf
101,159,273,114,58,35,-387,100,140,230,90,5/1/10,South,Oklahoma,918,Small Market,Espresso,Caffe Latte,Regular
13,29,49,20,16,5,464,30,30,40,10,5/1/10,South,Oklahoma,405,Small Market,Espresso,Caffe Mocha,Regular
17,72,130,58,55,22,338,20,70,120,50,5/1/10,South,Oklahoma,918,Small Market,Herbal Tea,Chamomile,Decaf
17,129,221,92,112,83,599,40,130,210,80,5/1/10,South,Oklahoma,918,Small Market,Herbal Tea,Lemon,Decaf
30,56,99,43,26,14,602,50,70,120,50,5/1/10,South,Oklahoma,580,Small Market,Coffee,Columbian,Regular
22,42,71,29,20,8,835,40,50,80,30,5/1/10,South,Oklahoma,405,Small Market,Coffee,Decaf Irish Cream,Decaf
88,124,210,86,36,24,499,90,110,180,70,5/1/10,South,Texas,430,Major Market,Espresso,Decaf Espresso,Decaf
44,96,160,64,52,21,-161,50,80,130,50,5/1/10,South,Texas,254,Major Market,Espresso,Caffe Latte,Regular
112,152,256,104,40,29,821,120,140,220,80,5/1/10,South,Texas,254,Major Market,Espresso,Caffe Mocha,Regular
27,71,123,52,44,17,361,50,80,120,40,5/1/10,South,Texas,915,Major Market,Herbal Tea,Chamomile,Decaf
25,61,103,42,36,13,384,30,60,100,40,5/1/10,South,Texas,512,Major Market,Herbal Tea,Lemon,Decaf
183,277,512,235,94,72,1060,270,350,640,290,5/1/10,South,Texas,430,Major Market,Coffee,Columbian,Regular
68,107,190,83,39,27,584,100,130,230,100,5/1/10,South,Texas,956,Major Market,Coffee,Decaf Irish Cream,Decaf
36,58,97,39,22,10,799,50,60,90,30,5/1/10,West,Utah,435,Small Market,Espresso,Caffe Latte,Regular
36,63,111,48,27,15,599,40,60,100,40,5/1/10,West,Utah,435,Small Market,Espresso,Caffe Mocha,Regular
42,65,109,44,23,12,844,40,60,100,40,5/1/10,West,Utah,435,Small Market,Espresso,Decaf Espresso,Decaf
38,80,148,68,42,21,998,60,100,180,80,5/1/10,West,Utah,435,Small Market,Coffee,Amaretto,Regular
22,65,113,48,43,15,334,50,80,140,60,5/1/10,West,Utah,435,Small Market,Coffee,Columbian,Regular
34,96,173,77,62,29,529,70,120,210,90,5/1/10,West,Utah,435,Small Market,Coffee,Decaf Irish Cream,Decaf
34,74,125,51,40,16,265,40,70,110,40,5/1/10,West,Utah,435,Small Market,Herbal Tea,Chamomile,Decaf
32,80,132,52,48,17,397,40,70,110,40,5/1/10,West,Utah,435,Small Market,Herbal Tea,Lemon,Decaf
-15,38,136,98,53,30,973,-10,30,110,80,5/1/10,West,Utah,435,Small Market,Herbal Tea,Mint,Decaf
-8,61,104,43,69,39,282,10,50,70,20,5/1/10,West,Utah,435,Small Market,Tea,Darjeeling,Regular
14,53,92,39,39,12,212,20,40,60,20,5/1/10,West,Utah,435,Small Market,Tea,Earl Grey,Regular
-3,42,76,34,45,12,182,10,30,50,20,5/1/10,West,Utah,801,Small Market,Tea,Green Tea,Regular
165,261,521,260,96,72,1559,180,260,500,240,5/1/10,West,California,415,Major Market,Espresso,Caffe Latte,Regular
25,168,289,121,143,109,788,30,160,270,110,5/1/10,West,California,209,Major Market,Espresso,Caffe Mocha,Regular
230,349,612,263,119,86,1433,220,330,580,250,5/1/10,West,California,626,Major Market,Espresso,Decaf Espresso,Decaf
-84,-21,106,127,63,40,1215,-80,-30,130,160,5/1/10,West,California,209,Major Market,Coffee,Amaretto,Regular
295,454,756,302,159,105,2250,410,560,940,380,5/1/10,West,California,650,Major Market,Coffee,Columbian,Regular
-142,-32,163,195,110,64,1952,-140,-40,200,240,5/1/10,West,California,714,Major Market,Coffee,Decaf Irish Cream,Decaf
111,152,256,104,41,29,871,120,140,220,80,5/1/10,West,California,760,Major Market,Herbal Tea,Chamomile,Decaf
183,277,512,235,94,72,1060,180,250,450,200,5/1/10,West,California,805,Major Market,Herbal Tea,Lemon,Decaf
67,107,190,83,40,27,584,60,90,160,70,5/1/10,West,California,805,Major Market,Herbal Tea,Mint,Decaf
111,152,256,104,41,29,821,100,110,170,60,5/1/10,West,California,310,Major Market,Tea,Darjeeling,Regular
89,124,210,86,35,24,499,80,90,140,50,5/1/10,West,California,530,Major Market,Tea,Earl Grey,Regular
43,96,160,64,53,21,593,30,60,100,40,5/1/10,West,California,714,Major Market,Tea,Green Tea,Regular
31,43,43,0,12,0,645,30,40,40,0,5/1/10,West,Nevada,775,Small Market,Espresso,Caffe Latte,Regular
13,29,49,20,16,5,829,20,30,40,10,5/1/10,West,Nevada,775,Small Market,Espresso,Caffe Mocha,Regular
13,29,49,20,16,5,784,20,30,40,10,5/1/10,West,Nevada,775,Small Market,Espresso,Decaf Espresso,Decaf
-1,45,81,36,46,13,212,20,60,100,40,5/1/10,West,Nevada,702,Small Market,Coffee,Columbian,Regular
25,168,289,121,143,109,788,40,150,250,100,5/1/10,West,Nevada,775,Small Market,Herbal Tea,Chamomile,Decaf
160,270,465,195,110,64,956,160,240,400,160,5/1/10,West,Nevada,775,Small Market,Herbal Tea,Lemon,Decaf
121,185,312,127,64,40,671,120,170,270,100,5/1/10,West,Nevada,775,Small Market,Herbal Tea,Mint,Decaf
231,349,612,263,118,86,1433,170,240,410,170,5/1/10,West,Nevada,702,Small Market,Tea,Darjeeling,Regular
164,261,521,260,97,72,1559,120,180,350,170,5/1/10,West,Nevada,775,Small Market,Tea,Earl Grey,Regular
-380,-265,18,265,133,100,3742,-250,-170,0,170,5/1/10,West,Nevada,702,Small Market,Tea,Green Tea,Regular
6,37,68,31,31,9,976,30,50,80,30,5/1/10,West,Nevada,775,Small Market,Coffee,Decaf Irish Cream,Decaf
11,65,118,53,54,20,361,20,60,110,50,5/1/10,West,Oregon,541,Small Market,Espresso,Caffe Latte,Regular
27,71,123,52,44,17,361,40,70,110,40,5/1/10,West,Oregon,541,Small Market,Espresso,Caffe Mocha,Regular
83,149,298,149,66,41,1156,90,140,280,140,5/1/10,West,Oregon,541,Small Market,Espresso,Decaf Espresso,Decaf
-2,75,128,53,77,48,458,40,100,160,60,5/1/10,West,Oregon,503,Small Market,Coffee,Amaretto,Regular
8,68,116,48,60,15,422,30,80,140,60,5/1/10,West,Oregon,971,Small Market,Coffee,Columbian,Regular
26,45,75,30,19,8,794,40,40,60,20,5/1/10,West,Oregon,503,Small Market,Herbal Tea,Chamomile,Decaf
30,56,99,43,26,14,602,30,50,80,30,5/1/10,West,Oregon,971,Small Market,Herbal Tea,Lemon,Decaf
12,29,49,20,17,5,464,20,20,30,10,5/1/10,West,Oregon,503,Small Market,Tea,Darjeeling,Regular
79,141,235,94,62,31,697,50,90,150,60,5/1/10,West,Oregon,503,Small Market,Tea,Earl Grey,Regular
101,159,273,114,58,35,555,70,110,180,70,5/1/10,West,Oregon,971,Small Market,Tea,Green Tea,Regular
25,61,103,42,36,13,384,40,70,120,50,5/1/10,West,Oregon,971,Small Market,Coffee,Decaf Irish Cream,Decaf
34,62,110,48,28,15,599,40,60,100,40,5/1/10,West,Washington,206,Small Market,Espresso,Caffe Latte,Regular
16,72,130,58,56,22,338,20,70,120,50,5/1/10,West,Washington,206,Small Market,Espresso,Caffe Mocha,Regular
47,92,170,78,45,24,995,60,90,160,70,5/1/10,West,Washington,206,Small Market,Espresso,Decaf Espresso,Decaf
58,104,175,71,46,22,373,90,130,210,80,5/1/10,West,Washington,253,Small Market,Coffee,Columbian,Regular
98,165,275,110,67,36,1020,100,150,240,90,5/1/10,West,Washington,206,Small Market,Herbal Tea,Chamomile,Decaf
36,59,99,40,23,11,793,50,50,80,30,5/1/10,West,Washington,206,Small Market,Herbal Tea,Lemon,Decaf
44,82,130,48,38,14,351,30,50,80,30,5/1/10,West,Washington,509,Small Market,Tea,Darjeeling,Regular
27,65,110,45,38,14,410,30,50,70,20,5/1/10,West,Washington,360,Small Market,Tea,Earl Grey,Regular
2,90,154,64,88,58,551,10,60,100,40,5/1/10,West,Washington,425,Small Market,Tea,Green Tea,Regular
16,129,221,92,113,83,599,60,160,270,110,5/1/10,West,Washington,253,Small Market,Coffee,Decaf Irish Cream,Decaf
11,64,115,51,53,19,396,20,60,100,40,6/1/10,Central,Colorado,719,Major Market,Tea,Darjeeling,Regular
27,64,117,53,37,16,1028,30,60,100,40,6/1/10,Central,Colorado,970,Major Market,Tea,Earl Grey,Regular
29,56,99,43,27,14,597,30,50,80,30,6/1/10,Central,Colorado,720,Major Market,Tea,Green Tea,Regular
99,136,230,94,37,26,562,140,170,270,100,6/1/10,Central,Colorado,719,Major Market,Espresso,Caffe Mocha,Regular
33,81,135,54,48,17,641,50,90,150,60,6/1/10,Central,Colorado,303,Major Market,Espresso,Decaf Espresso,Decaf
121,163,276,113,42,31,897,130,170,280,110,6/1/10,Central,Colorado,719,Major Market,Coffee,Amaretto,Regular
68,107,190,83,39,27,574,80,110,190,80,6/1/10,Central,Colorado,970,Major Market,Coffee,Columbian,Regular
132,178,301,123,46,34,947,140,180,310,130,6/1/10,Central,Colorado,719,Major Market,Coffee,Decaf Irish Cream,Decaf
83,149,298,149,66,41,1245,90,140,260,120,6/1/10,Central,Colorado,720,Major Market,Herbal Tea,Chamomile,Decaf
-7,63,107,44,70,40,496,10,60,90,30,6/1/10,Central,Colorado,720,Major Market,Herbal Tea,Lemon,Decaf
24,68,118,50,44,16,397,30,60,100,40,6/1/10,Central,Colorado,719,Major Market,Herbal Tea,Mint,Decaf
99,136,230,94,37,26,562,90,120,200,80,6/1/10,Central,Illinois,312,Major Market,Tea,Darjeeling,Regular
33,81,135,54,48,17,641,30,70,110,40,6/1/10,Central,Illinois,312,Major Market,Tea,Earl Grey,Regular
241,362,634,272,121,89,1616,300,430,740,310,6/1/10,Central,Illinois,312,Major Market,Espresso,Caffe Mocha,Regular
164,261,521,260,97,72,1715,210,310,610,300,6/1/10,Central,Illinois,312,Major Market,Espresso,Decaf Espresso,Decaf
167,278,478,200,111,66,1095,190,290,500,210,6/1/10,Central,Illinois,815,Major Market,Coffee,Columbian,Regular
135,204,345,141,69,45,764,160,220,360,140,6/1/10,Central,Illinois,630,Major Market,Coffee,Decaf Irish Cream,Decaf
121,163,276,113,42,31,897,130,150,240,90,6/1/10,Central,Illinois,630,Major Market,Herbal Tea,Chamomile,Decaf
67,107,190,83,40,27,574,60,90,160,70,6/1/10,Central,Illinois,630,Major Market,Herbal Tea,Lemon,Decaf
133,178,301,123,45,34,947,140,160,260,100,6/1/10,Central,Illinois,309,Major Market,Herbal Tea,Mint,Decaf
164,261,521,260,97,72,1715,150,230,450,220,6/1/10,Central,Iowa,641,Small Market,Tea,Darjeeling,Regular
197,332,603,271,135,102,1714,180,300,530,230,6/1/10,Central,Iowa,563,Small Market,Tea,Earl Grey,Regular
15,32,53,21,17,5,798,30,40,60,20,6/1/10,Central,Iowa,515,Small Market,Espresso,Caffe Mocha,Regular
31,43,43,0,12,0,602,40,50,50,0,6/1/10,Central,Iowa,319,Small Market,Espresso,Decaf Espresso,Decaf
18,35,58,23,17,6,843,30,40,60,20,6/1/10,Central,Iowa,641,Small Market,Coffee,Amaretto,Regular
8,38,70,32,30,9,996,20,40,70,30,6/1/10,Central,Iowa,563,Small Market,Coffee,Columbian,Regular
11,30,52,22,19,7,608,20,30,50,20,6/1/10,Central,Iowa,712,Small Market,Coffee,Decaf Irish Cream,Decaf
241,362,634,272,121,89,1616,230,320,550,230,6/1/10,Central,Iowa,641,Small Market,Herbal Tea,Chamomile,Decaf
136,204,345,141,68,45,764,140,180,300,120,6/1/10,Central,Iowa,319,Small Market,Herbal Tea,Lemon,Decaf
14,55,96,41,41,13,239,20,50,80,30,6/1/10,Central,Missouri,636,Small Market,Tea,Darjeeling,Regular
-3,43,78,35,46,13,204,-10,30,60,30,6/1/10,Central,Missouri,573,Small Market,Tea,Earl Grey,Regular
0,46,82,36,46,13,236,0,40,70,30,6/1/10,Central,Missouri,573,Small Market,Tea,Green Tea,Regular
33,55,92,37,22,10,876,40,60,100,40,6/1/10,Central,Missouri,660,Small Market,Espresso,Caffe Mocha,Regular
31,53,89,36,22,10,828,40,60,100,40,6/1/10,Central,Missouri,573,Small Market,Espresso,Decaf Espresso,Decaf
31,93,169,76,62,28,580,40,90,170,80,6/1/10,Central,Missouri,573,Small Market,Coffee,Columbian,Regular
35,77,142,65,42,20,1042,50,80,140,60,6/1/10,Central,Missouri,314,Small Market,Coffee,Decaf Irish Cream,Decaf
-4,73,125,52,77,47,313,20,70,110,40,6/1/10,Central,Missouri,660,Small Market,Herbal Tea,Chamomile,Decaf
-33,25,141,116,58,35,1142,0,30,120,90,6/1/10,Central,Missouri,636,Small Market,Herbal Tea,Lemon,Decaf
99,167,278,111,68,36,767,90,150,240,90,6/1/10,Central,Ohio,513,Major Market,Tea,Darjeeling,Regular
105,164,282,118,59,36,636,90,140,240,100,6/1/10,Central,Ohio,937,Major Market,Tea,Earl Grey,Regular
83,149,298,149,66,41,1245,120,180,350,170,6/1/10,Central,Ohio,419,Major Market,Espresso,Caffe Mocha,Regular
12,64,115,51,52,19,396,30,80,130,50,6/1/10,Central,Ohio,419,Major Market,Espresso,Decaf Espresso,Decaf
24,68,118,50,44,16,397,40,70,120,50,6/1/10,Central,Ohio,513,Major Market,Coffee,Amaretto,Regular
19,55,93,38,36,12,414,20,50,90,40,6/1/10,Central,Ohio,614,Major Market,Coffee,Columbian,Regular
-6,63,107,44,69,40,496,20,70,110,40,6/1/10,Central,Ohio,937,Major Market,Coffee,Decaf Irish Cream,Decaf
9,26,44,18,17,5,478,20,20,30,10,6/1/10,Central,Ohio,614,Major Market,Herbal Tea,Chamomile,Decaf
18,36,60,24,18,6,856,30,30,50,20,6/1/10,Central,Ohio,513,Major Market,Herbal Tea,Lemon,Decaf
24,59,99,40,35,12,443,20,50,80,30,6/1/10,Central,Wisconsin,920,Small Market,Tea,Darjeeling,Regular
-2,75,128,53,77,48,597,10,70,110,40,6/1/10,Central,Wisconsin,715,Small Market,Tea,Earl Grey,Regular
50,96,177,81,46,25,1046,70,110,200,90,6/1/10,Central,Wisconsin,262,Small Market,Espresso,Caffe Mocha,Regular
34,62,110,48,28,15,593,50,70,120,50,6/1/10,Central,Wisconsin,262,Small Market,Espresso,Decaf Espresso,Decaf
19,74,133,59,55,22,377,20,70,130,60,6/1/10,Central,Wisconsin,715,Small Market,Coffee,Amaretto,Regular
24,154,264,110,130,100,665,50,160,270,110,6/1/10,Central,Wisconsin,608,Small Market,Coffee,Columbian,Regular
63,121,212,91,58,30,533,90,130,220,90,6/1/10,Central,Wisconsin,920,Small Market,Coffee,Decaf Irish Cream,Decaf
40,78,125,47,38,14,371,50,70,110,40,6/1/10,Central,Wisconsin,715,Small Market,Herbal Tea,Chamomile,Decaf
58,85,144,59,27,16,842,60,70,120,50,6/1/10,Central,Wisconsin,920,Small Market,Herbal Tea,Lemon,Decaf
33,55,92,37,22,10,876,40,60,90,30,6/1/10,East,Connecticut,959,Small Market,Tea,Darjeeling,Regular
15,31,51,20,16,5,804,20,30,50,20,6/1/10,East,Connecticut,203,Small Market,Tea,Green Tea,Regular
-2,75,128,53,77,48,597,10,70,120,50,6/1/10,East,Connecticut,203,Small Market,Espresso,Caffe Mocha,Regular
